"","video_id","channelTitle","title","description","tags","publishedAt","viewCount","likeCount","favouriteCount","commentCount","duration","definition","caption","Time","category","durationSecs"
"476","R1nJQBYl5bg","Dusskit Gaming","KYA BOLTI PUBLIC !  || GAME CHANGERS || #bandhilki #tlrp","HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-30",4790,704,NA,8,"PT4H52M39S","hd","false","21:29:33",1,17559
"477","kFmfFImaO28","Dusskit Gaming","KESE HO DOSTO ! || GAME CHANGERS || #bandhilki #tlrp","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-29",3818,492,NA,7,"PT5H18M49S","hd","false","21:07:13",1,19129
"478","sbXry9zTMSs","Dusskit Gaming","THODI DER RP KARTE HE ! || GAME CHANGERS || #bandhilki #tlrp","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-28",2143,395,NA,0,"PT5H42M35S","hd","false","23:14:01",1,20555
"479","ab7dbZwEhzw","Dusskit Gaming","THODI DER VALO THEN RP JAYENGE || GAME CHANGERS || #bandhilki #tlrp","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-27",594,135,NA,0,"PT1H33M31S","hd","false","17:49:02",1,5611
"480","_qi66Sx5zb0","Dusskit Gaming","HAPPY REPUBLIC DAY DOSTO! || GAME CHANGERS || #bandhilki #tlrp","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-26",1993,394,NA,2,"PT4H48M16S","hd","false","21:27:52",1,17296
"481","de5QcXSZMY0","Dusskit Gaming","HAPPY GANESH JAYANTI TO ALL || GAME CHANGERS || #bandhilki #tlrp","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-25",2548,385,NA,0,"PT5H55M47S","hd","false","22:08:27",1,21347
"482","mP0u1FManNo","Dusskit Gaming","LAG ME JINDAGI JAYEGI YAARO ! || GAME CHANGERS || #bandhilki #tlrp","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-24",2845,450,NA,0,"PT5H11M50S","hd","false","21:41:47",1,18710
"483","5UYOy7J7kDE","Dusskit Gaming","GRINDING KARNA HE YAARO ! || GAME CHANGERS || #bandhilki #tlrp","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-23",1538,293,NA,0,"PT3H17M46S","hd","false","19:57:12",1,11866
"484","TTSGhXVIGss","Dusskit Gaming","AAJAO MAIN BANNTE HE ! (ALREADY HE HUM BTW)😂 || GAME CHANGERS || #bandhilki #tlrp","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-22",3376,495,NA,0,"PT5H13M30S","hd","false","21:57:49",1,18810
"485","IhBNp-ghSbI","Dusskit Gaming","MAZAK NHI ! NANYA BACK || GAME CHANGERS || #bandhilki #tlrp","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-21",1582,337,NA,0,"PT6H19M54S","hd","false","21:43:46",1,22794
"486","gWFg7Iu_SOc","Dusskit Gaming","MULTIPLE GAMES YEDE CHALE ! || PROP AND SEEK || #bandhilki","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-19",699,163,NA,0,"PT3H30M11S","hd","false","20:41:00",2,12611
"487","1ARDAwq2vn0","Dusskit Gaming","REGULAR LIVE STREAMER BOLTE ! || VALORANT LIVE || #bandhilki","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-19",895,187,NA,0,"PT2H5M4S","hd","false","14:18:10",2,7504
"488","dp_jK6t554w","Dusskit Gaming","Its all about YT Boiss ! 170 months jail mein Valorant ! || VALORANT LIVE || #bandhilki","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-17",1353,223,NA,0,"PT6H38M15S","hd","false","21:53:17",2,23895
"489","-8opJGNjbHs","Dusskit Gaming","STREAMING UNTIL I REACH 10K ( JUST JOKING ) || SHORT STREAM  || VALORANT LIVE || #bandhilki #tlrp","THUMBNAIL BY : PRIT SHINDE
HOPE YOU ENJOYED THIS LIVE ,
IF YOU ENJOYED HIT THE LIKE BUTTON ,
DONT FORGET TO SUBSCRIBE THE CHANNEL 
FOR SUCH .EXE VIDEOS AND GAMEPLAYS.

DISCORD LINK 

------------------------------------------------------------------------------------------------------------------------------------------------------------- 
PC specification 

» Processor : i3-9100F

» Motherboard : MSI H410M PRO-VH mATX Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, USB 3.2 Gen 1, Intel Gigabit LAN, VGA/HDMI)

» Graphic Card : INNO3D GeForce GTX 1650 Super 4GB

» RAM :  Crucial 8gbX2  (2666 MHZ)

» CABINET : Zebronics athena

» POWER SUPPLY : Ant Esports VS500L 500L (500 Watt)

» Monitor : Samsung 24 inch (60.4 cm) IPS, 3 Side Bezel Less Flat LED Monitor (Dark Blue Gray) 75 Hz - LS24R356FHWXXL

» Headphones : Redgear Cloak Wired RGB Gaming 

» Keyboard &Mouse : dell , ant esports

» UPS : APC UPS Model: BR1000G-IN 1 KVA Battery Backup

--------------------------------------------------------------------------------------------------- 


watchout my another funny gameplay video ----


SUBMIT YOUR FUNNY GAMEPLAY RECORDING HERE-
:::::::::::
TAGS__ #nanyatarde  #nanya  #tlrp","['TLRP', 'THE LEGENDS ROLE PLAY', 'NANYA TARDE', 'BANDILKI', 'tlrp', 'the legends role play', 'nanya tarde', 'nanya tarde gta rp', 'nanya tarde live', 'nanya gta v rp', 'nanya tarde gta v rp', 'nanya tlrp', 'nanya tarde tlrp', 'NANYA TARDE GTA', 'NANYA TARDE TRP', 'TLRP REMAP', 'tlep remap', 'the legends roleplay remap', 'tlrp 2.0']","2023-01-14",648,206,NA,1,"PT2H20M","hd","false","13:14:19",1,8400
